ts_code,trade_date,adj_type,open,high,low,close,pre_close,volume,amount,source,quality_flag
000001.SZ,2024-01-02,qfq,10.006883293569157,10.2769730786695,9.71615356519946,10.002221427604349,10.054844632213468,9821719,120664482.70858952,sample,NORMAL
000002.SZ,2024-01-02,qfq,10.033759035621408,10.286756533843969,9.800157393750052,9.991136764573689,10.026952721861177,13914583,199179300.8685605,sample,NORMAL
000003.SZ,2024-01-02,qfq,9.972868212425665,10.28490002582916,9.796799696686046,10.033918942072816,9.964115501902524,7353618,184601471.1519011,sample,NORMAL
000004.SZ,2024-01-02,qfq,10.006606024271086,10.401332590744074,9.926663060986424,10.099113834717828,10.146525682716025,2457076,61738275.98057408,sample,NORMAL
000005.SZ,2024-01-02,qfq,9.96623382438706,10.200383353277113,9.76974016489023,10.00179590969724,9.755667040318738,15599054,285479995.9568546,sample,NORMAL
000006.SZ,2024-01-02,qfq,10.070840479831675,10.253760593108556,9.933743425286773,10.063964234024247,10.07155578413282,11063812,90420167.4880434,sample,NORMAL
000007.SZ,2024-01-02,qfq,9.825086472195428,10.104617298317942,9.665057200948215,9.913608665759044,10.199468745889614,7124564,185870326.37357596,sample,NORMAL
000008.SZ,2024-01-02,qfq,9.851735000050317,10.18239571643369,9.775561484009591,9.91236156121331,9.70409682743608,3396598,181127329.246682,sample,NORMAL
000009.SZ,2024-01-02,qfq,10.209733276097312,10.380198184061577,9.863792691149778,10.139292006365803,9.96075489432518,12863128,231566087.2782604,sample,NORMAL
000010.SZ,2024-01-02,qfq,9.818862631377238,10.040907906577392,9.57684863002605,9.754350000488476,10.082881954206783,18153801,85441304.44076362,sample,NORMAL
000011.SZ,2024-01-02,qfq,9.92589492698554,9.933858553890373,9.707579225659131,9.926843746370784,10.165551340739023,5150426,280551858.95131075,sample,NORMAL
000012.SZ,2024-01-02,qfq,9.938087758072207,10.074256358982916,9.743393742526225,9.98187834449476,9.95719729567127,7508109,68945621.84688157,sample,NORMAL
000013.SZ,2024-01-02,qfq,10.045096459824045,10.045096459824045,9.794405458433218,9.949425482216922,10.08322140968508,15960391,182784941.53285408,sample,NORMAL
000014.SZ,2024-01-02,qfq,9.433525977358308,9.773355396698744,9.240854706647568,9.52480369612827,9.525424263970429,11184108,285961530.9035306,sample,NORMAL
000015.SZ,2024-01-02,qfq,10.014771574975114,10.119637132611375,9.829139357342836,9.972169326740394,10.232587499095654,19966589,97944936.44064616,sample,NORMAL
000016.SZ,2024-01-02,qfq,9.948518574914388,10.02973466432987,9.64007631869283,9.879042590740578,10.04920497086598,2888800,261044220.87331468,sample,NORMAL
000017.SZ,2024-01-02,qfq,9.933368009365465,10.068926805543096,9.849700131530293,9.91552096846848,9.986148152937302,16421007,288760660.8516069,sample,NORMAL
000018.SZ,2024-01-02,qfq,10.139021693388104,10.408952446043148,10.133430659035405,10.157721499871723,9.945705388692216,12639915,86684551.4349659,sample,NORMAL
000019.SZ,2024-01-02,qfq,10.039313884561242,10.108697918968168,9.75132114707714,9.966550863376405,9.895491934679232,9230967,287229919.7160131,sample,NORMAL
000020.SZ,2024-01-02,qfq,9.868363105430712,9.868363105430712,9.780735650685966,9.829702586457184,9.704539019714897,3738266,268747733.3863987,sample,NORMAL
000021.SZ,2024-01-02,qfq,10.21573011696229,10.21573011696229,10.094844493662109,10.122704193231298,10.092801722688517,5491923,156799200.07413825,sample,NORMAL
000022.SZ,2024-01-02,qfq,10.100167059831229,10.15435933091886,9.960055717895244,10.107829761339888,10.27542444161767,11630580,127334128.2255638,sample,NORMAL
000023.SZ,2024-01-02,qfq,10.24371923963069,10.428225834182392,10.15987033739155,10.186743654420944,10.24253805010052,15112829,138092350.63282245,sample,NORMAL
000024.SZ,2024-01-02,qfq,10.06457403473039,10.112359505804436,9.938021758608055,10.013313948389992,10.026122707955745,17333498,238900618.47781467,sample,NORMAL
000025.SZ,2024-01-02,qfq,9.976548070244304,10.167309490378669,9.845434615548465,9.888308742615108,9.922632113988412,16896609,153548775.12090188,sample,NORMAL
000026.SZ,2024-01-02,qfq,9.796501345039545,9.954721013960553,9.571621133881647,9.79661254344864,9.715363264247372,13440798,140798033.86141062,sample,NORMAL
000027.SZ,2024-01-02,qfq,9.910758556712343,9.954120892348053,9.853766498889884,9.885016465064416,10.198284004125252,3433221,105631670.15738392,sample,NORMAL
000028.SZ,2024-01-02,qfq,10.08713104383255,10.38191987346496,9.847436791550402,10.150447290367664,10.054896322703112,2235138,236391380.12056905,sample,NORMAL
000029.SZ,2024-01-02,qfq,9.95301884577428,9.959313779160484,9.71613378818326,9.91360570072236,9.91095926889694,6883363,157188267.80211294,sample,NORMAL
000030.SZ,2024-01-02,qfq,9.810942022955336,10.160924044304853,9.72961972416192,9.876457905133645,9.682103054936745,18965018,219169211.53812903,sample,NORMAL
000001.SZ,2024-01-03,qfq,10.007430269468426,10.114585315379088,9.9273713327386,10.058008014189898,10.1590323277981,2363880,201693088.2803644,sample,NORMAL
000002.SZ,2024-01-03,qfq,9.997149982622282,10.097168581999778,9.957077906943043,10.01062162656007,10.246167549435231,4526138,92159264.14253116,sample,NORMAL
000003.SZ,2024-01-03,qfq,10.06012206758271,10.307063713366354,9.999033913646958,10.042793475545682,9.804333589660702,6439424,272224372.6779302,sample,NORMAL
000004.SZ,2024-01-03,qfq,10.08550893567961,10.20583012205932,10.08550893567961,10.175565430886246,10.053777719731652,4362696,226710824.47281447,sample,NORMAL
000005.SZ,2024-01-03,qfq,9.873217876087535,9.95503008246288,9.644654810539013,9.904773499489163,9.839948702639935,14064248,274638829.8658674,sample,NORMAL
000006.SZ,2024-01-03,qfq,10.229815226140644,10.232745523604889,10.135352256253492,10.198304032856225,10.107993517917423,13483295,145363170.89067033,sample,NORMAL
000007.SZ,2024-01-03,qfq,9.940201226684094,9.940201226684094,9.65024259810474,9.854228666796772,9.875556180812117,14055574,291680500.95058954,sample,NORMAL
000008.SZ,2024-01-03,qfq,9.807772077524149,10.060318037025558,9.716261494173352,9.880668816686422,9.95895975846958,5416401,275797748.1727427,sample,NORMAL
000009.SZ,2024-01-03,qfq,10.376912712589773,10.376912712589773,10.270693207570176,10.30565659915791,10.210301567178924,15179350,210612333.18107665,sample,NORMAL
000010.SZ,2024-01-03,qfq,9.465407499786693,9.702414364371242,9.21038550636596,9.468810289197684,9.753269675660745,10493626,179824481.03071988,sample,NORMAL
000011.SZ,2024-01-03,qfq,9.96373853759134,10.172791779091868,9.762751416317762,10.03286332199707,10.139287533153851,13051227,85131967.39549176,sample,NORMAL
000012.SZ,2024-01-03,qfq,10.000313177425266,10.21739383647308,9.717981419676564,9.950711868901422,9.808721728137462,17760076,85923157.12934142,sample,NORMAL
000013.SZ,2024-01-03,qfq,9.312497578950268,9.437033201680611,9.16957747619362,9.328113783639305,9.443751356099025,3613014,281794778.1967367,sample,NORMAL
000014.SZ,2024-01-03,qfq,9.44388280995998,9.63362174481182,9.256025555229057,9.370444494502834,9.23288168435132,14826551,115934424.89510292,sample,NORMAL
000015.SZ,2024-01-03,qfq,10.221282732244472,10.221282732244472,10.01657223193551,10.194719550519943,10.128698545857397,7418902,262625461.0743064,sample,NORMAL
000016.SZ,2024-01-03,qfq,9.655815945409833,9.863279247942575,9.601663502033194,9.680508929530657,9.895343553899757,17400598,150887403.78264713,sample,NORMAL
000017.SZ,2024-01-03,qfq,9.831771904090209,10.018306349819929,9.492217784559465,9.776883379092826,9.617735664920012,10716818,174044393.12257925,sample,NORMAL
000018.SZ,2024-01-03,qfq,9.958195731174849,9.989055888325982,9.926653774020076,9.98283430809165,9.9599495440807,5602673,284525315.6454339,sample,NORMAL
000019.SZ,2024-01-03,qfq,10.11867890613611,10.38588367847716,9.839480886530067,10.109565092391623,10.195478684547538,4911135,271047164.0722924,sample,NORMAL
000020.SZ,2024-01-03,qfq,9.499299630908784,9.672876322901956,9.376870708118926,9.562940254238583,9.523952518514191,2645256,241825912.0634555,sample,NORMAL
000021.SZ,2024-01-03,qfq,10.29398787596258,10.478273380676995,10.203253223089533,10.39079596265976,10.29675532357214,18058539,224472997.75380504,sample,NORMAL
000022.SZ,2024-01-03,qfq,10.040788350994797,10.209889553209583,9.97689379968852,10.038428847828436,10.019616024644357,8250501,271159640.0311355,sample,NORMAL
000023.SZ,2024-01-03,qfq,9.877676995572251,10.034866222322856,9.877676995572251,9.965851652835694,9.960648386036786,17327365,96618620.56733929,sample,NORMAL
000024.SZ,2024-01-03,qfq,10.054653703754967,10.054653703754967,9.95114546183834,9.962066075240706,10.009156681869555,4833992,276367489.23684514,sample,NORMAL
000025.SZ,2024-01-03,qfq,9.65217475862794,9.853074376281093,9.634096046828866,9.65054927326967,9.842753556884247,11990227,167324160.37603277,sample,NORMAL
000026.SZ,2024-01-03,qfq,9.81895738205174,9.878138113677457,9.769689365147173,9.816494223344552,9.909530379369508,15479431,118695727.20790412,sample,NORMAL
000027.SZ,2024-01-03,qfq,9.66570206026725,10.001128430080428,9.66570206026725,9.710263211960456,9.729258648050497,2423537,273776522.31849664,sample,NORMAL
000028.SZ,2024-01-03,qfq,10.234718509047694,10.31792412742225,9.912161325393477,10.213465568496485,10.136402981422822,11743817,182971308.7420397,sample,NORMAL
000029.SZ,2024-01-03,qfq,10.12992529931889,10.140575794802055,10.101100268332592,10.127470493237638,10.07780114149494,10090314,108832204.6707742,sample,NORMAL
000030.SZ,2024-01-03,qfq,9.719660511696166,9.837861894643805,9.719660511696166,9.749408057201524,9.720988717153714,4514804,232625666.05307788,sample,NORMAL
000001.SZ,2024-01-04,qfq,9.943521399690823,10.213961938929684,9.716406080102033,10.010388562360667,9.911728121134658,12261288,189215131.17053872,sample,NORMAL
000002.SZ,2024-01-04,qfq,10.391335061830102,10.691195863989632,10.391335061830102,10.434658262492372,10.52519931650736,6488994,296213165.8777442,sample,NORMAL
000003.SZ,2024-01-04,qfq,9.93469086503796,9.986912035358708,9.93139184794382,9.94458421459039,9.58012033070087,8050374,123472009.77441289,sample,NORMAL
